project_id,name,developer,district,city,handover,price_from,price_per_m2,status,url,listing_urls
prj553,Khu căn hộ An Hòa,Công ty CP Đầu tư Nam Long,Quận 7,TPHCM,2011,Từ 1 tỷ 575 triệu,21 - 27 triệu/m2,Cho thuê,https://mogi.vn/khu-can-ho-an-hoa-prj553,https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/khu-can-ho-an-hoa-prj553
prj712,Khu Dân Cư An Thịnh,,Huyện Hóc Môn,TPHCM,,,,Cho thuê,https://mogi.vn/khu-dan-cu-an-thinh-prj712,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/thue-nha-dat/khu-dan-cu-an-thinh-prj712
prj1160,Khu căn hộ Southern Park,Công ty Cổ Phần Quốc Cường Gia Lai,Huyện Bình Chánh,TPHCM,2016,Từ 714 triệu,14 triệu/m2,Đang bán,https://mogi.vn/southern-park-prj1160,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/southern-park-prj1160
prj1673,The Headquarters,Công ty TNHH BĐS Tinh Anh - Smartland,Huyện Nhà Bè,TPHCM,2013,,,Cho thuê,https://mogi.vn/the-headquarters-prj1673,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/the-headquarters-prj1673
prj1699,Khu Đô Thị Vạn Phúc,Tập đoàn Bất Động SẢn Vạn Phúc,Quận Thủ Đức (TP. Thủ Đức),TPHCM,,Từ 15 tỷ 725 triệu,185 - 340 triệu/m2,Cho thuê,https://mogi.vn/khu-do-thi-van-phuc-prj1699,https://mogi.vn/ho-chi-minh/quan-thu-duc/thue-nha-dat/khu-do-thi-van-phuc-prj1699
prj1843,KDC Làng Việt Kiều - Phong Phú 13E,Công Ty Cổ Phần Đầu Tư Kinh Doanh Nhà,Huyện Bình Chánh,TPHCM,2008,,,Đang bán; Cho thuê,https://mogi.vn/kdc-lang-viet-kieu-phong-phu-13e-prj1843,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/kdc-lang-viet-kieu-phong-phu-13e-prj1843; https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/kdc-lang-viet-kieu-phong-phu-13e-prj1843
prj1845,Căn Hộ Cao Cấp Hoàng Tháp Plaza,CÔNG TY CỔ PHẦN ĐẦU TƯ HOÀNG THÁP,Huyện Bình Chánh,TPHCM,,,,Cho thuê,https://mogi.vn/can-ho-cao-cap-hoang-thap-plaza-prj1845,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/can-ho-cao-cap-hoang-thap-plaza-prj1845
prj1852,Chung Cư CONIC – Đông Nam Á,Công ty TNHH Đầu tư và Phát triển Lĩnh Phong Conic,Huyện Bình Chánh,TPHCM,2006,Từ 819 triệu,13 - 16 triệu/m2,Cho thuê,https://mogi.vn/chung-cu-conic-dong-nam-a-prj1852,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/chung-cu-conic-dong-nam-a-prj1852
prj1853,Chung Cư Conic Garden,Công ty TNHH Đầu tư và Phát triển Lĩnh Phong Conic,Huyện Bình Chánh,TPHCM,,Từ 576 triệu,12 - 13 triệu/m2,Cho thuê,https://mogi.vn/chung-cu-conic-garden-prj1853,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/chung-cu-conic-garden-prj1853
prj1854,Chung Cư Hồng Lĩnh Plaza,CÔNG TY CỔ PHẦN ĐẦU TƯ & XÂY DỰNG GIAO THÔNG HỒNG LĨNH,Huyện Bình Chánh,TPHCM,,Từ 1 tỷ 673 triệu,21 - 27 triệu/m2,Cho thuê,https://mogi.vn/chung-cu-hong-linh-plaza-prj1854,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/chung-cu-hong-linh-plaza-prj1854
prj1855,Chung cư Nguyễn Văn Cừ,,Huyện Bình Chánh,TPHCM,,,,Đang bán,https://mogi.vn/chung-cu-nguyen-van-cu-prj1855,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/chung-cu-nguyen-van-cu-prj1855
prj1857,Happy City,Tổng Công Ty Xây Dựng Số 1,Huyện Bình Chánh,TPHCM,2015,Từ 912 triệu,12 - 13 triệu/m2,Cho thuê,https://mogi.vn/happy-city-prj1857,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/happy-city-prj1857
prj1859,Investco Green City,Công ty CP Đầu tư & Phát triển Xây dựng Investco,Huyện Bình Chánh,TPHCM,2015,Từ 495 triệu,11 triệu/m2,Đang bán,https://mogi.vn/investco-green-city-prj1859,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/investco-green-city-prj1859
prj1864,KDC 13D Asia Phú Mỹ,,Huyện Bình Chánh,TPHCM,,,,Đang bán,https://mogi.vn/kdc-13d-cty-phu-my-prj1864,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/kdc-13d-cty-phu-my-prj1864
prj1875,Khu dân cư Him Lam (Khu B),,Huyện Bình Chánh,TPHCM,,,,Đang bán,https://mogi.vn/kdc-him-lam-prj1875,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/kdc-him-lam-prj1875
prj1878,Khu Dân Cư Phi Long 5,,Huyện Bình Chánh,TPHCM,,,,Cho thuê,https://mogi.vn/kdc-philong-prj1878,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/kdc-philong-prj1878
prj1880,KDC Rạng Đông,,Huyện Bình Chánh,TPHCM,,Từ 2 tỷ 636 triệu,26 - 26 triệu/m2,Đang bán,https://mogi.vn/kdc-rang-dong-prj1880,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/kdc-rang-dong-prj1880
prj1884,Khu Biệt Thự Sông Ông Lớn,Công ty cổ phần Phát triển Nam Sài Gòn,Huyện Bình Chánh,TPHCM,2014,,,Cho thuê,https://mogi.vn/khu-biet-thu-song-ong-lon-prj1884,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/thue-nha-dat/khu-biet-thu-song-ong-lon-prj1884
prj1888,Khu Căn Hộ Ngọc Cung,Công ty CP Đầu tư Nam Long,Huyện Bình Chánh,TPHCM,,,,,https://mogi.vn/khu-can-ho-ngoc-cung-prj1888,
prj1890,Chung Cư Happy City,Tổng Công Ty Xây Dựng Số 1,Huyện Bình Chánh,TPHCM,2015,Từ 912 triệu,12 - 13 triệu/m2,Đang bán,https://mogi.vn/khu-chung-cu-happy-city-prj1890,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-chung-cu-happy-city-prj1890
prj1894,Khu Dân Cư & Căn Hộ 584 Tân Kiên – Bình Chánh,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ KHAI THÁC CÔNG TRÌNH GIAO THÔNG 584,Huyện Bình Chánh,TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-can-ho-584-tan-kien-binh-chanh-prj1894,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-can-ho-584-tan-kien-binh-chanh-prj1894
prj1898,Khu Dân Cư 6B INTRESCO,,Huyện Bình Chánh,TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-6b-intresco-prj1898,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-6b-intresco-prj1898
prj1902,Khu Dân Cư Conic Phong Phú,Công ty TNHH Đầu tư và Phát triển Lĩnh Phong Conic,Huyện Bình Chánh,TPHCM,2008,,,Đang bán,https://mogi.vn/khu-dan-cu-conic-phong-phu-prj1902,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-conic-phong-phu-prj1902
prj1906,Khu Dân Cư Gia Phú,,Huyện Bình Chánh,TPHCM,,Từ 2 tỷ 200 triệu,20 - 35 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-gia-phu-prj1906,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-gia-phu-prj1906
prj1908,Khu Dân Cư Hải Yến,Đang cập nhật,Huyện Bình Chánh,TPHCM,,,,,https://mogi.vn/khu-dan-cu-hai-yen-prj1908,
prj1911,Khu Dân Cư Phạm Văn Hai,Công ty Cổ phần Thương mại & Địa ốc Bình Chánh,Huyện Bình Chánh,TPHCM,,Từ 3 tỷ 886 triệu,43 - 54 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-pham-van-hai-prj1911,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-pham-van-hai-prj1911
prj1917,Khu Dân Cư Sinh Thái Thanh Bình,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG TÂN BÌNH,Huyện Bình Chánh,TPHCM,,Từ 475 triệu,9 triệu/m2,,https://mogi.vn/khu-dan-cu-sinh-thai-thanh-binh-prj1917,
prj1921,Khu Dân Cư Trung Sơn,Công Ty Cổ Phần Đầu Tư Kinh Doanh Nhà,Huyện Bình Chánh,TPHCM,2008,Từ,46 - 59 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-trung-son-prj1921,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-trung-son-prj1921
prj1922,Khu Dân Cư Vĩnh Lộc A,CTy CP Địa Ốc An Nhân,Huyện Bình Chánh,TPHCM,,Từ 808 triệu 80 nghìn,21 - 58 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-vinh-loc-a-prj1922,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-vinh-loc-a-prj1922
prj1923,Khu Định Cư An Phú Tây,Công ty cổ phần Phát triển Nam Sài Gòn,Huyện Bình Chánh,TPHCM,2016,Từ 696 triệu,8 - 15 triệu/m2,Đang bán,https://mogi.vn/khu-dinh-cu-an-phu-tay-prj1923,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dinh-cu-an-phu-tay-prj1923
prj1931,Khu Nhà Phố Vườn Conic – Bằng Lăng,Công ty TNHH Đầu tư và Phát triển Lĩnh Phong Conic,Huyện Bình Chánh,TPHCM,2006,,,Đang bán,https://mogi.vn/khu-nha-pho-vuon-conic-bang-lang-prj1931,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-nha-pho-vuon-conic-bang-lang-prj1931
prj1933,Khu Dân Cư Phức Hợp Nam Sài Gòn,Công ty TNHH Tiến Phước,Quận 7,TPHCM,,,,Cho thuê,https://mogi.vn/khu-phuc-hop-nam-sai-gon-prj1933,https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/khu-phuc-hop-nam-sai-gon-prj1933
prj1935,Lê Thành Tân Kiên,Công Ty TNHH TM-XD Lê Thành,Huyện Bình Chánh,TPHCM,,,,,https://mogi.vn/le-thanh-tan-kien-prj1935,
prj1956,C.T Sphinx Golf Club & Residences,Công ty Cổ phần Tập đoàn C.T,Huyện Củ Chi,TPHCM,2016,Từ 7 tỷ 200 triệu,20 - 24 triệu/m2,Đang bán,https://mogi.vn/c-t-sphinx-golf-club-residences-prj1956,https://mogi.vn/ho-chi-minh/huyen-cu-chi/mua-nha-dat/c-t-sphinx-golf-club-residences-prj1956
prj1957,KCN Tây Bắc Củ Chi,CÔNG TY CP ĐT PT KCN - TM CỦ CHI,Huyện Củ Chi,TPHCM,2017,,,Cho thuê,https://mogi.vn/kcn-tay-bac-cu-chi-prj1957,https://mogi.vn/ho-chi-minh/huyen-cu-chi/thue-nha-dat/kcn-tay-bac-cu-chi-prj1957
prj1959,Khu Công Nghiệp Tân Phú Trung,,Huyện Củ Chi,TPHCM,,,,Cho thuê,https://mogi.vn/khu-cong-nghiep-tan-phu-trung-prj1959,https://mogi.vn/ho-chi-minh/huyen-cu-chi/thue-nha-dat/khu-cong-nghiep-tan-phu-trung-prj1959
prj1961,Khu Dân Cư Tân An Hội,,Huyện Củ Chi,TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-tan-an-hoi-prj1961,https://mogi.vn/ho-chi-minh/huyen-cu-chi/mua-nha-dat/khu-dan-cu-tan-an-hoi-prj1961
prj1962,Khu Đô Thị Tây Bắc,,Huyện Củ Chi,TPHCM,2020,,,Cho thuê,https://mogi.vn/khu-do-thi-tay-bac-prj1962,https://mogi.vn/ho-chi-minh/huyen-cu-chi/thue-nha-dat/khu-do-thi-tay-bac-prj1962
prj1965,Babylon Residence 3,Công ty TNHH TV & KD Nhà Đạt Gia,Huyện Hóc Môn,TPHCM,2011,,,Đang bán,https://mogi.vn/babylon-residence-3-prj1965,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/babylon-residence-3-prj1965
prj1966,Cheery 3 Apartment,Công Ty CP TV - TM - DV Địa Ốc Hoàng Quân,Huyện Hóc Môn,TPHCM,2013,Từ 540 triệu 500 nghìn,11 - 11 triệu/m2,Đang bán,https://mogi.vn/cheery-3-apartment-prj1966,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/cheery-3-apartment-prj1966
prj1968,Hocmon Plaza,Công Ty TNHH Xây Dựng Võ Đình,Huyện Hóc Môn,TPHCM,2012,Từ 552 triệu 150 nghìn,12 triệu/m2,Đang bán,https://mogi.vn/hocmon-plaza-prj1968,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/hocmon-plaza-prj1968
prj1969,KDC Bà Điểm,,Huyện Hóc Môn,TPHCM,2012,Từ 700 triệu,7 - 10 triệu/m2,Đang bán,https://mogi.vn/kdc-ba-diem-prj1969,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/kdc-ba-diem-prj1969
prj1970,KDC Đô Thị Hóc Môn,Công ty Cổ phần Đầu tư KCN & Đô thị Hóc Môn,Huyện Hóc Môn,TPHCM,2022,,,Đang bán,https://mogi.vn/kdc-do-thi-hoc-mon-prj1970,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/kdc-do-thi-hoc-mon-prj1970
prj1971,KĐT Đại Học Quốc Tế VN,,Huyện Hóc Môn,TPHCM,2020,,,Đang bán,https://mogi.vn/kdt-dai-hoc-quoc-te-vn-prj1971,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/kdt-dai-hoc-quoc-te-vn-prj1971
prj1974,Khu Dân Cư Hoàng Hải,CÔNG TY CỔ PHẦN ĐỊA ỐC ĐẠI VIỆT,Huyện Hóc Môn,TPHCM,2007,Từ 984 triệu 400 nghìn,10 - 12 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-hoang-hai-prj1974,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/khu-dan-cu-hoang-hai-prj1974
prj1976,Khu Đô Thị Xuân Thới Sơn,,Huyện Hóc Môn,TPHCM,2012,,,Đang bán,https://mogi.vn/khu-do-thi-xuan-thoi-son-prj1976,https://mogi.vn/ho-chi-minh/huyen-hoc-mon/mua-nha-dat/khu-do-thi-xuan-thoi-son-prj1976
prj1978,Anh Tuấn Apartment,CÔNG TY CỔ PHẦN ĐẦU TƯ ANH TUẤN,Huyện Nhà Bè,TPHCM,2013,Từ,0 - 0 triệu/m2,Đang bán,https://mogi.vn/anh-tuan-apartment-prj1978,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/anh-tuan-apartment-prj1978
prj1979,Anh Tuấn Garden,CÔNG TY CỔ PHẦN ĐẦU TƯ ANH TUẤN,Huyện Nhà Bè,TPHCM,2011,Từ 2 tỷ 4 triệu,16 - 122 triệu/m2,,https://mogi.vn/anh-tuan-garden-prj1979,
prj1980,Căn Hộ Hoàng Anh An Tiến,công ty TNHH An Tiến,Huyện Nhà Bè,TPHCM,,Từ 921 triệu 200 nghìn,9 - 14 triệu/m2,Cho thuê,https://mogi.vn/can-ho-hoang-anh-an-tien-prj1980,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/can-ho-hoang-anh-an-tien-prj1980
prj1981,Căn Hộ Hưng Phát,CÔNG TY CỔ PHẦN DỊCH VỤ ĐỊA ỐC HƯNG LỘC PHÁT,Huyện Nhà Bè,TPHCM,2014,Từ 1 tỷ 120 triệu,20 - 22 triệu/m2,Đang bán,https://mogi.vn/can-ho-hung-phat-prj1981,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/can-ho-hung-phat-prj1981
prj1982,Căn hộ Phú Hoàng Anh,Công ty CP Phú Hoàng Anh,Huyện Nhà Bè,TPHCM,2016,,,Đang bán,https://mogi.vn/can-ho-phu-hoang-anh-prj1982,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/can-ho-phu-hoang-anh-prj1982
prj1986,Dragon City,Công ty Cổ phần Địa ốc Phú Long,Huyện Nhà Bè,TPHCM,2016,Từ 480 triệu,10 - 75 triệu/m2,,https://mogi.vn/dragon-city-prj1986,
prj1987,Dragon Hill Residence and Suites,Công ty Cổ phần Địa ốc Phú Long,Huyện Nhà Bè,TPHCM,2012,Từ 1 tỷ 224 triệu,25 - 27 triệu/m2,Cho thuê,https://mogi.vn/dragon-hill-residence-and-suites-prj1987,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/dragon-hill-residence-and-suites-prj1987
prj1990,KDC Phú Xuân - Vạn Hưng Phú,CÔNG TY CỔ PHẦN VẠN HƯNG PHÚ,Huyện Nhà Bè,TPHCM,2010,Từ 882 triệu,7 - 7 triệu/m2,Cho thuê,https://mogi.vn/kdc-phu-xuan-van-hung-phu-prj1990,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/kdc-phu-xuan-van-hung-phu-prj1990
prj1995,Khu dân cư Nhơn Đức,CÔNG TY CỔ PHẦN VẠN PHÁT HƯNG,Huyện Nhà Bè,TPHCM,,,,Đang bán,https://mogi.vn/kdc-nhon-duc-dia-oc-sg-prj1995,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/kdc-nhon-duc-dia-oc-sg-prj1995
prj1996,KDC Phú Gia,,Huyện Nhà Bè,TPHCM,,Từ 1 tỷ 622 triệu,22 - 31 triệu/m2,Đang bán,https://mogi.vn/kdc-phu-gia-prj1996,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/kdc-phu-gia-prj1996
prj1997,KDC Phú Xuân - Hồng Lĩnh,CÔNG TY CP ĐẦU TƯ & XÂY DỰNG GIAO THÔNG HỒNG LĨNH,Huyện Nhà Bè,TPHCM,,Từ 3 tỷ,30 - 51 triệu/m2,Đang bán,https://mogi.vn/kdc-phu-xuan-hong-linh-prj1997,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/kdc-phu-xuan-hong-linh-prj1997
prj1998,KDC Phú Xuân - Minh Long,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI - KINH DOANH NHÀ MINH LONG,Huyện Nhà Bè,TPHCM,,,,Đang bán,https://mogi.vn/kdc-phu-xuan-minh-long-prj1998,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/kdc-phu-xuan-minh-long-prj1998
prj2001,KDC Phú Xuân-Vạn Phát Hưng,CÔNG TY CỔ PHẦN VẠN PHÁT HƯNG,Huyện Nhà Bè,TPHCM,,Từ 4 tỷ 320 triệu,36 - 70 triệu/m2,Đang bán,https://mogi.vn/kdc-phu-xuan-van-phat-hung-prj2001,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/kdc-phu-xuan-van-phat-hung-prj2001
prj2003,Khu dân cư Phước Kiển Thái Sơn 1,TỔNG CÔNG TY THÁI SƠN,Huyện Nhà Bè,TPHCM,,Từ,54 - 90 triệu/m2,Đang bán,https://mogi.vn/kdc-phuoc-kien-thai-son-1-prj2003,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/kdc-phuoc-kien-thai-son-1-prj2003
prj2006,KDC Sài Gòn Mới,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN SÀI GÒN MỚI,Huyện Nhà Bè,TPHCM,2008,,,Đang bán,https://mogi.vn/kdc-sai-gon-moi-prj2006,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/kdc-sai-gon-moi-prj2006
prj2010,Khu Biệt Thự Kim Long,Công ty Cổ phần Địa ốc Phú Long,Huyện Nhà Bè,TPHCM,2010,,,,https://mogi.vn/khu-biet-thu-kim-long-prj2010,
prj2011,Khu Biệt Thự Ngân Long,Công ty Cổ phần Địa ốc Phú Long,Huyện Nhà Bè,TPHCM,,Từ 19 tỷ 800 triệu,99 - 135 triệu/m2,,https://mogi.vn/khu-biet-thu-ngan-long-prj2011,
prj2015,Khu Căn Hộ Hoàng Anh 3,CÔNG TY CỔ PHẦN HOÀNG ANH GIA LAI,Huyện Nhà Bè,TPHCM,2009,Từ 1 tỷ 568 triệu,16 - 20 triệu/m2,Cho thuê,https://mogi.vn/khu-can-ho-hoang-anh-3-prj2015,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/khu-can-ho-hoang-anh-3-prj2015
prj2016,Khu Căn Hộ Phú Mỹ Thuận,CÔNG TY CỔ PHẦN VẠN PHÁT HƯNG,Huyện Nhà Bè,TPHCM,2010,Từ 1 tỷ 374 triệu,15 - 19 triệu/m2,Đang bán,https://mogi.vn/khu-can-ho-phu-my-thuan-prj2016,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/khu-can-ho-phu-my-thuan-prj2016
prj2017,Khu Công Nghiệp Hiệp Phước,,Huyện Nhà Bè,TPHCM,,,,Cho thuê,https://mogi.vn/khu-cong-nghiep-hiep-phuoc-prj2017,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/khu-cong-nghiep-hiep-phuoc-prj2017
prj2018,Khu Dân Cư Bảo Long,Công ty Cổ phần Địa ốc Phú Long,Huyện Nhà Bè,TPHCM,,,,,https://mogi.vn/khu-dan-cu-bao-long-prj2018,
prj2033,Làng Đại Học,,Huyện Nhà Bè,TPHCM,,,,Đang bán,https://mogi.vn/lang-dai-hoc-prj2033,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/lang-dai-hoc-prj2033
prj2034,Nam Sài Gòn Riverside,CÔNG TY CỔ PHẦN ĐỊA ỐC ĐẠI VIỆT,Huyện Nhà Bè,TPHCM,,Từ 392 triệu,9 triệu/m2,Đang bán,https://mogi.vn/nam-sai-gon-riverside-prj2034,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/nam-sai-gon-riverside-prj2034
prj2037,Sadeco Phước Kiển,Công ty cổ phần Phát triển Nam Sài Gòn,Huyện Nhà Bè,TPHCM,,Từ 4 tỷ 320 triệu,48 - 80 triệu/m2,Cho thuê,https://mogi.vn/sadeco-phuoc-kien-prj2037,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/sadeco-phuoc-kien-prj2037
prj2043,The Sun City Phước Kiển,CÔNG TY TNHH TM & XD – KD NHÀ THANH NHỰT,Huyện Nhà Bè,TPHCM,,,,Đang bán,https://mogi.vn/the-sun-city-phuoc-kien-prj2043,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/the-sun-city-phuoc-kien-prj2043
prj2045,Somerset Ho Chi Minh City,The Ascott Limited,Quận 1,TPHCM,2017,,,Đang bán,https://mogi.vn/somerset-ho-chi-minh-city-prj2045,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/somerset-ho-chi-minh-city-prj2045
prj2046,27B Office Building,Công ty TNHH Office Sài Gòn,Quận 1,TPHCM,2017,,,Đang bán,https://mogi.vn/27b-office-building-prj2046,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/27b-office-building-prj2046
prj2047,AB Tower,Công ty Cổ phần Phát triển A&B,Quận 1,TPHCM,2011,,,Cho thuê,https://mogi.vn/ab-tower-prj2047,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/ab-tower-prj2047
prj2048,Abacus Tower,Công ty CP SOVICO,Quận 1,TPHCM,,,,Cho thuê,https://mogi.vn/abacus-tower-prj2048,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/abacus-tower-prj2048
prj2051,Bến Thành Luxury Apartment,Công Ty CP ĐT Địa Ốc Bến Thành,Quận 1,TPHCM,2010,,,Cho thuê,https://mogi.vn/ben-thanh-luxury-apartment-prj2051,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/ben-thanh-luxury-apartment-prj2051
prj2052,Bitexco Financial Tower,Tập đoàn BITEXCO,Quận 1,TPHCM,2009,,,,https://mogi.vn/bitexco-financial-tower-prj2052,
prj2054,C.T Plaza SaiGon,,Quận 1,TPHCM,,,,Đang bán,https://mogi.vn/c-t-plaza-saigon-prj2054,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/c-t-plaza-saigon-prj2054
prj2055,Avalon Saigon Apartments,,Quận 1,TPHCM,,,,Cho thuê,https://mogi.vn/can-ho-cao-cap-avalon-prj2055,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/can-ho-cao-cap-avalon-prj2055
prj2056,Căn Hộ Horizon,Cty địa ốc Fico,Quận 1,TPHCM,2011,,,Đang bán,https://mogi.vn/can-ho-horizon-prj2056,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/can-ho-horizon-prj2056
prj2063,Cao Ốc 354 Bến Chương Dương,Công ty Cổ phần Đầu Tư Phát Triển Gia Định (GDI),Quận 1,TPHCM,2012,,,Đang bán,https://mogi.vn/cao-oc-354-ben-chuong-duong-prj2063,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/cao-oc-354-ben-chuong-duong-prj2063
prj2071,Cao Ốc BMC,Công ty vật liệu xây dựng và xây lắp thương mại (BMC),Quận 1,TPHCM,,Từ 3 tỷ 200 triệu,40 - 60 triệu/m2,Cho thuê,https://mogi.vn/cao-oc-bmc-prj2071,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/cao-oc-bmc-prj2071
prj2078,Cao Ốc Empire Tower,,Quận 1,TPHCM,,,,Cho thuê,https://mogi.vn/cao-oc-empire-tower-prj2078,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/cao-oc-empire-tower-prj2078
prj2092,Cao ốc HMTC,Công ty Quản lý Kinh doanh Nhà TP.HCM,Quận 1,TPHCM,,,,,https://mogi.vn/cao-oc-hmtc-prj2092,
prj2126,Cao Ốc Star Building,### Dự án tại TPHCM,Quận 1,TPHCM,,,,,https://mogi.vn/cao-oc-star-building-prj2126,
prj2153,Cao Ốc Vinaconex,Công ty Cổ phần Phát triển Thương mại VINACONEX,Quận 1,TPHCM,,,,,https://mogi.vn/cao-oc-vinaconex-prj2153,
prj2155,Central Garden,CÔNG TY CỔ PHẦN CHƯƠNG DƯƠNG,Quận 1,TPHCM,2014,Từ 2 tỷ 160 triệu,30 - 40 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/central-garden-prj2155,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/central-garden-prj2155; https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/central-garden-prj2155
prj2158,Chung Cư 10A Trần Nhật Duật,,Quận 1,TPHCM,,Từ 3 tỷ 18 triệu,48 - 273 triệu/m2,Cho thuê,https://mogi.vn/chung-cu-10a-tran-nhat-duat-prj2158,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/chung-cu-10a-tran-nhat-duat-prj2158
prj2167,Chung Cư Nguyễn Trãi,,Quận 1,TPHCM,,,,Cho thuê,https://mogi.vn/chung-cu-nguyen-trai-prj2167,https://mogi.vn/ho-chi-minh/quan-1/thue-nha-dat/chung-cu-nguyen-trai-prj2167
