project_id,name,developer,district,city,handover,price_from,price_per_m2,status,url,listing_urls
prj3004,Khu Căn Hộ Giai Việt Gia Lai,CÔNG TY CỔ PHẦN HOÀNG ANH GIA LAI,Quận 8,TPHCM,2012,Từ 1 tỷ 380 triệu,12 - 16 triệu/m2,Đang bán,https://mogi.vn/khu-can-ho-giai-viet-gia-lai-prj3004,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/khu-can-ho-giai-viet-gia-lai-prj3004
prj3005,Khu Căn Hộ NBB Garden 3,CÔNG TY CỔ PHẦN ĐẦU TƯ NĂM BẢY BẢY,Quận 8,TPHCM,,,,,https://mogi.vn/khu-can-ho-nbb-garden-3-prj3005,
prj3006,Khu Căn Hộ Song Ngọc,Công ty TNHH May Song Ngọc,Quận 8,TPHCM,2012,Từ 931 triệu,19 triệu/m2,Đang bán,https://mogi.vn/khu-can-ho-song-ngoc-prj3006,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/khu-can-ho-song-ngoc-prj3006
prj3008,Khu CH Trương Đình Hội 2,CÔNG TY CP SÔNG ĐÀ THĂNG LONG,Quận 8,TPHCM,2013,Từ 828 triệu,12 - 23 triệu/m2,,https://mogi.vn/khu-ch-truong-dinh-hoi-2-prj3008,
prj3009,Khu CH Trương Đình Hội 3,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ CÔNG ÍCH QUẬN 8,Quận 8,TPHCM,,Từ 1 tỷ 150 triệu,23 - 35 triệu/m2,Cho thuê,https://mogi.vn/khu-ch-truong-dinh-hoi-3-prj3009,https://mogi.vn/ho-chi-minh/quan-8/thue-nha-dat/khu-ch-truong-dinh-hoi-3-prj3009
prj3011,Khu Dân Cư Bình Đăng,,Quận 8,TPHCM,,Từ 1 tỷ 618 triệu,26 - 239 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-binh-dang-prj3011,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/khu-dan-cu-binh-dang-prj3011
prj3014,Khu Dân Cư Chợ Đầu Mối Bình Điền,CÔNG TY CỔ PHẦN BÌNH ĐIỀN,Quận 8,TPHCM,,Từ,24 - 83 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-cho-dau-moi-binh-dien-prj3014,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/khu-dan-cu-cho-dau-moi-binh-dien-prj3014
prj3017,Khu Dân Cư Rạch Lào,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG VÀ KINH DOANH NHÀ PHÚ NHUẬN,Quận 8,TPHCM,2012,,,Đang bán,https://mogi.vn/khu-dan-cu-rach-lao-prj3017,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/khu-dan-cu-rach-lao-prj3017
prj3025,Peridot Building,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ ĐIỆN LỰC,Quận 8,TPHCM,,,,,https://mogi.vn/peridot-building-prj3025,
prj3026,Phú Thịnh Riverside,Cty TNHH sản xuất kinh doanh Hai Thành,Quận 8,TPHCM,2012,Từ 960 triệu,10 - 15 triệu/m2,,https://mogi.vn/phu-thinh-riverside-prj3026,
prj3029,The Bella Vista,Công Ty CP ĐT Địa Ốc Bến Thành,Quận 8,TPHCM,2012,,,,https://mogi.vn/the-bella-vista-prj3029,
prj3042,Centerscape West,CTCP Đầu Tư Địa Ốc Hưng Phú,Quận 9 (TP. Thủ Đức),TPHCM,2011,,,Đang bán,https://mogi.vn/centerscape-west-prj3042,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/centerscape-west-prj3042
prj3043,Chung Cư Cao Cấp Hùng Việt,CÔNG TY CỔ PHẦN XÂY DỰNG PHƯỚC THÀNH,Quận 9 (TP. Thủ Đức),TPHCM,2013,,,,https://mogi.vn/chung-cu-cao-cap-hung-viet-prj3043,
prj3047,Chung cư Man Thiện,### Dự án tại TPHCM,Quận 9 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/chung-cu-man-thien-prj3047,
prj3049,Chung Cư TDH - Phước Bình,CÔNG TY CỔ PHẦN PHÁT TRIỂN NHÀ THỦ ĐỨC,Quận 9 (TP. Thủ Đức),TPHCM,2012,Từ 1 tỷ 860 triệu,31 - 42 triệu/m2,,https://mogi.vn/chung-cu-tdh-phuoc-binh-prj3049,
prj3050,Chung cư TDH - Phước Long,CÔNG TY CỔ PHẦN PHÁT TRIỂN NHÀ THỦ ĐỨC,Quận 9 (TP. Thủ Đức),TPHCM,2011,,,,https://mogi.vn/chung-cu-tdh-phuoc-long-prj3050,
prj3054,Golf Park,Novaland Group,Quận 9 (TP. Thủ Đức),TPHCM,2016,Từ 2 tỷ 240 triệu,28 - 38 triệu/m2,Cho thuê,https://mogi.vn/golf-park-prj3054,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/golf-park-prj3054
prj3056,Hoja Villa,Công Ty CP ĐT và Kinh Doanh Nhà Khang Điền Khadihouse JSC,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 2 tỷ 825 triệu,25 - 100 triệu/m2,,https://mogi.vn/hoja-villa-prj3056,
prj3059,KDC Đông Dương,,Quận 9 (TP. Thủ Đức),TPHCM,2008,Từ 800 triệu,8 triệu/m2,Đang bán,https://mogi.vn/kdc-dong-duong-prj3059,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/kdc-dong-duong-prj3059
prj3067,KDC Kiến Á - Phước Long B,Công ty Cổ phần Kiến Á,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 7 tỷ 480 triệu,68 - 140 triệu/m2,Đang bán,https://mogi.vn/kdc-kien-a-phuoc-long-b-prj3067,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/kdc-kien-a-phuoc-long-b-prj3067
prj3077,KDC Phước Long B - Phú Nhuận,Công ty TNHH MTV Xây dựng và Kinh doanh Nhà Phú Nhuận,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 4 tỷ 914 triệu,61 - 115 triệu/m2,Đang bán,https://mogi.vn/kdc-phuoc-long-b-phu-nhuan-prj3077,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/kdc-phuoc-long-b-phu-nhuan-prj3077
prj3080,KDC Sở Văn Hóa Thông Tin,SỞ VĂN HÓA VÀ THỂ THAO TPHCM,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 5 tỷ 274 triệu,58 - 123 triệu/m2,Đang bán,https://mogi.vn/kdc-so-van-hoa-thong-tin-prj3080,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/kdc-so-van-hoa-thong-tin-prj3080
prj3081,KĐT Mới Đông Tăng Long,Tập Đoàn phát triển Nhà và Đô thị Việt Nam,Quận 9 (TP. Thủ Đức),TPHCM,2018,,,Cho thuê,https://mogi.vn/kdt-moi-dong-tang-long-prj3081,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/kdt-moi-dong-tang-long-prj3081
prj3086,Khu Biệt Thự Thảo Nguyên Sài Gòn,CÔNG TY CỔ PHẦN ĐẦU TƯ NAM LONG,Quận 9 (TP. Thủ Đức),TPHCM,,Từ,70 - 102 triệu/m2,Đang bán,https://mogi.vn/khu-biet-thu-thao-nguyen-sai-gon-prj3086,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/khu-biet-thu-thao-nguyen-sai-gon-prj3086
prj3091,Khu Dân Cư Bắc Rạch Chiếc,,Quận 9 (TP. Thủ Đức),TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-bac-rach-chiec-prj3091,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/khu-dan-cu-bac-rach-chiec-prj3091
prj3093,Khu Dân Cư Điền Phúc Thành,Công ty TNHH XD & KD Nhà Điền Phúc Thành,Quận 9 (TP. Thủ Đức),TPHCM,2017,Từ 1 tỷ 148 triệu,14 - 20 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-dien-phuc-thanh-prj3093,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/khu-dan-cu-dien-phuc-thanh-prj3093
prj3095,Khu Dân Cư Exim Garden,Công Ty CP BĐS Exim,Quận 9 (TP. Thủ Đức),TPHCM,2015,,,,https://mogi.vn/khu-dan-cu-exim-garden-prj3095,
prj3096,Khu Dân Cư Gia Hòa,Công ty TNHH Xây Dựng – Kinh Doanh Nhà Gia Hòa,Quận 9 (TP. Thủ Đức),TPHCM,2017,Từ 7 tỷ 752 triệu,77 - 143 triệu/m2,Cho thuê,https://mogi.vn/khu-dan-cu-gia-hoa-prj3096,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/khu-dan-cu-gia-hoa-prj3096
prj3098,Khu dân cư Hoàng Anh Minh Tuấn,Công ty CP Hoàng Anh Gia Lai,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 6 tỷ 630 triệu,85 - 270 triệu/m2,Đang bán,https://mogi.vn/khu-dan-cu-hoang-anh-minh-tuan-prj3098,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/khu-dan-cu-hoang-anh-minh-tuan-prj3098
prj3099,Khu Dân Cư Khang An - Phú Hữu,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC KHANG AN,Quận 9 (TP. Thủ Đức),TPHCM,2010,Từ 4 tỷ 750 triệu,50 - 109 triệu/m2,Cho thuê,https://mogi.vn/khu-dan-cu-khang-an-phu-huu-prj3099,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/khu-dan-cu-khang-an-phu-huu-prj3099
prj3101,Khu Dân Cư Long Thạnh Mỹ,CÔNG TY TNHH LIÊN DOANH HOA VIỆT,Quận 9 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/khu-dan-cu-long-thanh-my-prj3101,
prj3103,Khu dân cư Mỹ Long,Công Ty Cổ Phần Xây Dựng Số 5,Quận 9 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/khu-dan-cu-my-long-prj3103,
prj3104,Khu dân cư Nhân Phú,Tổng Công ty Cổ phần Phong Phú,Quận 9 (TP. Thủ Đức),TPHCM,2014,Từ 1 tỷ 984 triệu,32 - 102 triệu/m2,,https://mogi.vn/khu-dan-cu-nhan-phu-prj3104,
prj3105,Khu Dân Cư Trường Thạnh 1,CÔNG TY CP NHÀ VIỆT NAM,Quận 9 (TP. Thủ Đức),TPHCM,2011,,,,https://mogi.vn/khu-dan-cu-truong-thanh-1-prj3105,
prj3109,Khu Nhà Ở Cao Cấp Hưng Phú 1,CTCP Đầu Tư Địa Ốc Hưng Phú,Quận 9 (TP. Thủ Đức),TPHCM,2007,Từ 7 tỷ 410 triệu,57 - 139 triệu/m2,,https://mogi.vn/khu-nha-o-cao-cap-hung-phu-1-prj3109,
prj3110,Khu Nhà Ở Cao Cấp Hưng Phú 2,CTCP Đầu Tư Địa Ốc Hưng Phú,Quận 9 (TP. Thủ Đức),TPHCM,2008,Từ 2 tỷ 754 triệu,15 triệu/m2,Đang bán,https://mogi.vn/khu-nha-o-cao-cap-hung-phu-2-prj3110,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/khu-nha-o-cao-cap-hung-phu-2-prj3110
prj3115,Khu Nhà Ở Nam Long - Q.9,CÔNG TY CỔ PHẦN ĐẦU TƯ NAM LONG,Quận 9 (TP. Thủ Đức),TPHCM,2002,Từ 7 tỷ 793 triệu,70 - 122 triệu/m2,Cho thuê,https://mogi.vn/khu-nha-o-nam-long-q-9-prj3115,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/khu-nha-o-nam-long-q-9-prj3115
prj3117,Khu Nhà Ở Thiên Lý,CTy TNHH DV-XD An Thiên Lý,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 807 triệu 500 nghìn,9 - 17 triệu/m2,Đang bán,https://mogi.vn/khu-nha-o-thien-ly-prj3117,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/khu-nha-o-thien-ly-prj3117
prj3121,Long Phước Điền - Long Trường,Công ty Cổ Phần Đầu Tư và Kinh Doanh Nhà Khang Điền,Quận 9 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/long-phuoc-dien-long-truong-prj3121,
prj3122,Dragon Riverside City,Công ty Địa ốc Phú Long,Quận 5,TPHCM,,,,,https://mogi.vn/dragon-riverside-city-prj3122,
prj3124,Mega Residence,Công Ty CP ĐT và Kinh Doanh Nhà Khang Điền Khadihouse JSC,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 7 tỷ 969 triệu,106 - 193 triệu/m2,,https://mogi.vn/mega-residence-prj3124,
prj3126,Phố Đông Apartment,Công ty CP BĐS Phố Đông,Quận 9 (TP. Thủ Đức),TPHCM,2013,Từ 1 tỷ 474 triệu,26 - 33 triệu/m2,Cho thuê,https://mogi.vn/pho-dong-apartment-prj3126,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/pho-dong-apartment-prj3126
prj3128,Phước Long Spring Town,CÔNG TY CỔ PHẦN PHÁT TRIỂN NHÀ THỦ ĐỨC,Quận 9 (TP. Thủ Đức),TPHCM,2014,,,,https://mogi.vn/phuoc-long-spring-town-prj3128,
prj3132,Richland Hill,,Quận 9 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/richland-hill-prj3132,
prj3134,River Valley,CTCP Đầu Tư Địa Ốc Hưng Phú,Quận 9 (TP. Thủ Đức),TPHCM,2012,Từ 1 tỷ 50 triệu,15 triệu/m2,,https://mogi.vn/river-valley-prj3134,
prj3137,Riviera Cove,CÔNG TY TNHH KEPPEL LAND VIỆT NAM,Quận 9 (TP. Thủ Đức),TPHCM,2011,Từ 33 tỷ 772 triệu,99 - 200 triệu/m2,Cho thuê,https://mogi.vn/riviera-cove-prj3137,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/riviera-cove-prj3137
prj3139,The Boat Club Residences,CÔNG TY CP NHÀ VIỆT NAM,Quận 9 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/the-boat-club-residences-prj3139,
prj3140,The Eastern,Công ty TNHH HVK,Quận 9 (TP. Thủ Đức),TPHCM,2013,Từ 1 tỷ 150 triệu,19 - 22 triệu/m2,Cho thuê,https://mogi.vn/the-eastern-prj3140,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/the-eastern-prj3140
prj3142,The Garland,Công ty TNHH Vinacapital Real Estate,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 4 tỷ 212 triệu,15 triệu/m2,Đang bán,https://mogi.vn/the-garland-prj3142,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/the-garland-prj3142
prj3143,The Sun City Minh Sơn,Công Ty CP ĐT và Kinh Doanh Nhà Khang Điền Khadihouse JSC,Quận 9 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/the-sun-city-minh-son-prj3143,
prj3145,Topia Garden,Công ty Cổ Phần Đầu Tư và Kinh Doanh Nhà Khang Điền,Quận 9 (TP. Thủ Đức),TPHCM,,Từ 4 tỷ 320 triệu,45 - 100 triệu/m2,,https://mogi.vn/topia-garden-prj3145,
prj3146,Trí Kiệt Long Trường,,Quận 9 (TP. Thủ Đức),TPHCM,,,,Đang bán,https://mogi.vn/tri-kiet-long-truong-prj3146,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/tri-kiet-long-truong-prj3146
prj3149,Villa Park,Tập đoàn MIK Corporation,Quận 9 (TP. Thủ Đức),TPHCM,2012,Từ 6 tỷ 361 triệu,39 - 43 triệu/m2,Cho thuê,https://mogi.vn/villa-park-prj3149,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/villa-park-prj3149
prj3152,Bình Tân Complex,CÔNG TY CỔ PHẦN VẠN PHÁT HƯNG,Quận Bình Tân,TPHCM,2011,,,Đang bán,https://mogi.vn/binh-tan-complex-prj3152,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/binh-tan-complex-prj3152
prj3153,Căn hộ Ehome 3,CÔNG TY CỔ PHẦN ĐẦU TƯ NAM LONG,Quận Bình Tân,TPHCM,2016,Từ 750 triệu,15 - 19 triệu/m2,Đang bán,https://mogi.vn/can-ho-ehome-3-prj3153,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/can-ho-ehome-3-prj3153
prj3154,Căn Hộ Everville,Công ty Cổ phần Đầu tư – Xây dựng Địa ốc Trường Thịnh Phát (ECI Land),Quận Bình Tân,TPHCM,2012,Từ 542 triệu 400 nghìn,11 - 15 triệu/m2,Đang bán,https://mogi.vn/can-ho-everville-prj3154,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/can-ho-everville-prj3154
prj3157,Căn Hộ Nhất Lan,Công ty CP Đầu tư Xây dựng Bình Chánh (BCCI),Quận Bình Tân,TPHCM,,,,Đang bán,https://mogi.vn/can-ho-nhat-lan-prj3157,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/can-ho-nhat-lan-prj3157
prj3158,Căn hộ Nhất Lan 3,Công ty CP Đầu tư Xây dựng Bình Chánh (BCCI),Quận Bình Tân,TPHCM,2013,Từ 585 triệu,13 - 14 triệu/m2,,https://mogi.vn/can-ho-nhat-lan-3-prj3158,
prj3160,Căn Hộ Tân Mai,,Quận Bình Tân,TPHCM,,,,Đang bán,https://mogi.vn/can-ho-tan-mai-prj3160,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/can-ho-tan-mai-prj3160
prj3167,Chung Cư Lê Thành,Công Ty TNHH TM-XD Lê Thành,Quận Bình Tân,TPHCM,,Từ 550 triệu,11 - 16 triệu/m2,Đang bán,https://mogi.vn/chung-cu-le-thanh-prj3167,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/chung-cu-le-thanh-prj3167
prj3168,Chung Cư Long Phụng,,Quận Bình Tân,TPHCM,,,,Đang bán,https://mogi.vn/chung-cu-long-phung-prj3168,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/chung-cu-long-phung-prj3168
prj3170,Chung Cư Xã Hội 35 Hồ Học Lãm,CÔNG TY CỔ PHẦN TƯ VẤN - THƯƠNG MẠI - DỊCH VỤ ĐỊA ỐC HOÀNG QUÂN,Quận Bình Tân,TPHCM,,Từ 1 tỷ 58 triệu,23 - 42 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/chung-cu-xa-hoi-35-ho-hoc-lam-prj3170,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/chung-cu-xa-hoi-35-ho-hoc-lam-prj3170; https://mogi.vn/ho-chi-minh/quan-binh-tan/thue-nha-dat/chung-cu-xa-hoi-35-ho-hoc-lam-prj3170
prj3173,Green Hills Apartment,,Quận Bình Tân,TPHCM,2015,Từ 967 triệu 50 nghìn,15 triệu/m2,Đang bán,https://mogi.vn/green-hills-apartment-prj3173,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/green-hills-apartment-prj3173
prj3175,Khu dân cư Bắc Lương Bèo,,Quận Bình Tân,TPHCM,,,,Đang bán,https://mogi.vn/kdc-bac-luong-beo-prj3175,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/kdc-bac-luong-beo-prj3175
prj3178,KDC Nam Hùng Vương - Bắc Trần Văn Kiểu,Công ty cổ phần Đầu tư và Xây dựng Bình Chánh,Quận Bình Tân,TPHCM,,,,Cho thuê,https://mogi.vn/kdc-nam-hung-vuong-bac-tran-van-kieu-prj3178,https://mogi.vn/ho-chi-minh/quan-binh-tan/thue-nha-dat/kdc-nam-hung-vuong-bac-tran-van-kieu-prj3178
prj3184,Khu Căn hộ Da Sà,Công ty CP Đầu tư Xây dựng Bình Chánh (BCCI),Quận Bình Tân,TPHCM,,Từ 1 tỷ 898 triệu,26 - 29 triệu/m2,Cho thuê,https://mogi.vn/khu-can-ho-da-sa-prj3184,https://mogi.vn/ho-chi-minh/quan-binh-tan/thue-nha-dat/khu-can-ho-da-sa-prj3184
prj3186,Khu Cao Ốc Hồng Tân,CÔNG TY CỔ PHẦN XÂY DỰNG CÔNG TRÌNH VÀ ĐẦU TƯ ĐỊA ỐC HỒNG QUANG,Quận Bình Tân,TPHCM,,,,,https://mogi.vn/khu-cao-oc-hong-tan-prj3186,
prj3195,Khu Nhà Ở Đất Việt,,Quận Bình Tân,TPHCM,,,,Cho thuê,https://mogi.vn/khu-nha-o-dat-viet-prj3195,https://mogi.vn/ho-chi-minh/quan-binh-tan/thue-nha-dat/khu-nha-o-dat-viet-prj3195
prj3199,Lê Thành An Lạc,Công Ty TNHH TM-XD Lê Thành,Quận Bình Tân,TPHCM,,Từ 658 triệu 800 nghìn,18 - 23 triệu/m2,Đang bán,https://mogi.vn/le-thanh-an-lac-prj3199,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/le-thanh-an-lac-prj3199
prj3201,Lê Thành Twin Towers,Công Ty TNHH TM-XD Lê Thành,Quận Bình Tân,TPHCM,2013,Từ 796 triệu,19 - 22 triệu/m2,Cho thuê,https://mogi.vn/le-thanh-twin-towers-prj3201,https://mogi.vn/ho-chi-minh/quan-binh-tan/thue-nha-dat/le-thanh-twin-towers-prj3201
prj3203,Manhattan City,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐỊA ỐC THẾ GIỚI LÊ,Quận Bình Tân,TPHCM,,,,,https://mogi.vn/manhattan-city-prj3203,
prj3204,Nam An Apartment,Đang cập nhật,Quận Bình Tân,TPHCM,,,,,https://mogi.vn/nam-an-apartment-prj3204,
prj3205,Nguyễn Quyền Plaza,Công ty TNHH Nguyễn Quyền,Quận Bình Tân,TPHCM,2011,,,Cho thuê,https://mogi.vn/nguyen-quyen-plaza-prj3205,https://mogi.vn/ho-chi-minh/quan-binh-tan/thue-nha-dat/nguyen-quyen-plaza-prj3205
prj3208,The Golden Dynasty (Hoàng Kim Thế Gia),Công ty TNHH MTV TM-XD-XNK Vĩnh Phong Thái,Quận Bình Tân,TPHCM,2011,Từ 1 tỷ 387 triệu,25 - 43 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/the-golden-dynasty-prj3208,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/the-golden-dynasty-prj3208; https://mogi.vn/ho-chi-minh/quan-binh-tan/thue-nha-dat/the-golden-dynasty-prj3208
prj3210,Chung Cư Thế Kỷ 21,Công Ty CP Thế Kỷ 21,Quận Bình Thạnh,TPHCM,2005,Từ 892 triệu 800 nghìn,18 - 26 triệu/m2,Đang bán,https://mogi.vn/chung-cu-the-ky-21-prj3210,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/chung-cu-the-ky-21-prj3210
prj3215,Căn Hộ Đại An - Saigon Riverside,Công ty TNHH Phát Triển Nhà Đại An - Saigontourist,Quận Bình Thạnh,TPHCM,2014,Từ 2 tỷ 40 triệu,20 - 25 triệu/m2,Đang bán,https://mogi.vn/can-ho-dai-an-saigon-riverside-prj3215,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/can-ho-dai-an-saigon-riverside-prj3215
prj3216,Căn hộ Nguyễn Ngọc Phương,,Quận Bình Thạnh,TPHCM,,,,Cho thuê,https://mogi.vn/can-ho-nguyen-ngoc-phuong-prj3216,https://mogi.vn/ho-chi-minh/quan-binh-thanh/thue-nha-dat/can-ho-nguyen-ngoc-phuong-prj3216
prj3217,Căn hộ Phú Đạt,Công ty Cổ phần Đầu tư và Xây dựng Phú Đạt,Quận Bình Thạnh,TPHCM,2011,,,Cho thuê,https://mogi.vn/can-ho-phu-dat-prj3217,https://mogi.vn/ho-chi-minh/quan-binh-thanh/thue-nha-dat/can-ho-phu-dat-prj3217
prj3219,Cantavil Hoàn Cầu,Công ty Xây dựng Daewon,Quận Bình Thạnh,TPHCM,2009,Từ 4 tỷ 992 triệu,41 - 48 triệu/m2,Đang bán,https://mogi.vn/cantavil-hoan-cau-prj3219,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/cantavil-hoan-cau-prj3219
prj3220,Cao Ốc 152 Điện Biên Phủ,Công ty CP đầu tư hạ tầng kỹ thuật TP. Hồ Chí Minh,Quận Bình Thạnh,TPHCM,,,,Đang bán,https://mogi.vn/cao-oc-152-dien-bien-phu-prj3220,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/cao-oc-152-dien-bien-phu-prj3220
prj3224,Cao Ốc Đất Phương Nam,Công Ty TNHH XD và TM Đất Phương Nam,Quận Bình Thạnh,TPHCM,,Từ 3 tỷ 258 triệu,31 - 41 triệu/m2,Cho thuê,https://mogi.vn/cao-oc-dat-phuong-nam-prj3224,https://mogi.vn/ho-chi-minh/quan-binh-thanh/thue-nha-dat/cao-oc-dat-phuong-nam-prj3224
prj3238,Chung Cư 283 Lê Quang Định,Công ty Quản lý Kinh Doanh Nhà TP. Hồ Chí Minh,Quận Bình Thạnh,TPHCM,2010,,,Đang bán,https://mogi.vn/chung-cu-283-le-quang-dinh-prj3238,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/chung-cu-283-le-quang-dinh-prj3238
prj3239,Chung cư 41 Bis Điện Biên Phủ,CTCP ĐT&XD Số 8,Quận Bình Thạnh,TPHCM,2000,Từ 1 tỷ 197 triệu,21 - 25 triệu/m2,,https://mogi.vn/chung-cu-41-bis-dien-bien-phu-prj3239,
prj3240,Chung Cư B1 Trường Sa,Công Ty CP Phát Triển BĐS Vạn Phúc Gia,Quận Bình Thạnh,TPHCM,,Từ 2 tỷ 392 triệu,46 - 57 triệu/m2,Đang bán,https://mogi.vn/chung-cu-b1-truong-sa-prj3240,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/chung-cu-b1-truong-sa-prj3240
prj3241,Chung cư B2 Trường Sa,,Quận Bình Thạnh,TPHCM,,,,Đang bán,https://mogi.vn/chung-cu-b2-truong-sa-prj3241,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/chung-cu-b2-truong-sa-prj3241
prj3242,Chung cư Bắc Bình,CTCP ĐT&XD Số 8,Quận Bình Thạnh,TPHCM,2012,Từ 378 triệu,7 - 12 triệu/m2,,https://mogi.vn/chung-cu-bac-binh-prj3242,
prj3245,Chung Cư Cao Cấp Cửu Long,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ KINH DOANH NHÀ CỬU LONG,Quận Bình Thạnh,TPHCM,,Từ 1 tỷ 766 triệu,28 - 38 triệu/m2,Đang bán,https://mogi.vn/chung-cu-cao-cap-cuu-long-prj3245,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/chung-cu-cao-cap-cuu-long-prj3245
prj3247,Chung Cư Chu Văn An,Tổng Công ty Cổ phần Thương mại Xây dựng,Quận Bình Thạnh,TPHCM,,Từ 2 tỷ 220 triệu,37 - 47 triệu/m2,Cho thuê,https://mogi.vn/chung-cu-chu-van-an-prj3247,https://mogi.vn/ho-chi-minh/quan-binh-thanh/thue-nha-dat/chung-cu-chu-van-an-prj3247
prj3250,Chung Cư Miếu Nổi,Tổng Công Ty Xây Dựng Số 1,Quận Bình Thạnh,TPHCM,2000,,,Đang bán; Cho thuê,https://mogi.vn/chung-cu-mieu-noi-prj3250,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/chung-cu-mieu-noi-prj3250; https://mogi.vn/ho-chi-minh/quan-binh-thanh/thue-nha-dat/chung-cu-mieu-noi-prj3250
